title,genres,popularity,release_date,budget,revenue,vote_count,vote_average,status,runtime,imdb_id,Metascore,imdbRating
Still Alice,['Drama'],17.749,2014-12-05,5000000,44779195,3058,7.491,Released,100,tt3316960,72,7.5
Justice League: Throne of Atlantis,"['Science Fiction', 'Action', 'Animation', 'Adventure']",21.762,2015-01-13,3500000,0,909,7.0,Released,72,tt3878542,N/A,6.7
Police Academy 3: Back in Training,"['Comedy', 'Crime']",20.756,1986-03-20,12000000,107600000,1216,5.8,Released,84,tt0091777,33,5.4
Vettaiyan,"['Action', 'Crime', 'Drama']",17.484,2024-10-10,35500000,30745762,15,6.1,Released,161,tt26936666,N/A,7.5
American Gigolo,"['Crime', 'Drama', 'Mystery']",26.505,1980-02-01,5000000,52700000,620,6.1,Released,117,tt0080365,57,6.3
Harold & Kumar Go to White Castle,"['Comedy', 'Adventure']",25.756,2004-07-02,9000000,23936908,2047,6.5,Released,88,tt0366551,64,7.0
The Forgotten,"['Thriller', 'Mystery', 'Science Fiction', 'Drama', 'Action', 'Horror', 'Adventure']",21.006,2004-09-24,42000000,117592831,1117,5.9,Released,91,tt0356618,43,5.8
The Imp,['Horror'],18.805,1996-06-22,0,0,10,4.9,Released,96,tt0116616,N/A,4.5
Zom 100: Bucket List of the Dead,"['Comedy', 'Horror']",32.708,2023-08-03,0,0,552,6.6,Released,129,tt20672534,N/A,5.5
Sleepover,"['Family', 'Comedy']",22.005,2004-07-09,10000000,10143022,480,6.0,Released,89,tt0368975,33,5.3
The Death and Life of Bobby Z,"['Drama', 'Action', 'Thriller', 'Crime']",22.504,2007-07-23,22000000,413454,366,6.1,Released,97,tt0473188,N/A,5.8
K-19: The Widowmaker,"['Drama', 'History', 'Thriller', 'Mystery', 'War']",16.251,2002-07-19,100000000,35200000,1024,6.5,Released,138,tt0267626,58,6.7
Todo Amor do Mundo,['Drama'],14.017,2024-12-19,10000,0,0,0.0,Released,0,,,
Vendetta,"['Action', 'Crime']",22.039,2022-05-17,0,0,285,6.1,Released,96,tt14849038,N/A,3.7
Serpico,"['Crime', 'Drama']",16.754,1973-12-18,3000000,29800000,1913,7.533,Released,130,tt0070666,83,7.7
The Whole Truth,"['Drama', 'Thriller']",22.257,2016-03-25,0,0,1166,6.5,Released,93,tt3503406,46,6.2
Blades of Glory,['Comedy'],25.255,2007-03-30,53000000,118200000,1745,6.108,Released,93,tt0445934,64,6.3
Billy Madison,['Comedy'],17.252,1995-02-10,10000000,26488734,1632,6.185,Released,90,tt0112508,16,6.4
From Paris with Love,"['Action', 'Crime', 'Thriller']",18.009,2010-02-04,52000000,52800000,1981,6.266,Released,92,tt1179034,42,6.4
The Mermaid,"['Comedy', 'Fantasy', 'Romance']",22.006,2016-02-08,60720000,553810228,407,6.5,Released,93,tt4701660,69,6.2
Honor Society,['Comedy'],21.522,2022-07-23,20000000,0,371,7.5,Released,97,tt16491324,66,6.5
Music and Lyrics,"['Comedy', 'Music', 'Romance']",26.771,2007-02-09,40000000,145896422,1660,6.431,Released,104,tt0758766,59,6.5
On the Waterfront,"['Crime', 'Drama', 'Romance']",20.256,1954-06-22,910000,960000,1570,7.9,Released,108,tt0047296,91,8.1
Becky,"['Thriller', 'Horror', 'Action']",15.78,2020-07-23,0,1045873,576,6.273,Released,93,tt10314450,54,6.0
Shin Chan: The Adult Empire Strikes Back,"['Animation', 'Comedy']",21.219,2001-04-21,0,10392896,65,8.3,Released,90,tt0831848,N/A,7.8
Copshop,"['Thriller', 'Crime', 'Action']",17.783,2021-09-09,0,6807158,769,6.2,Released,108,tt5748448,61,6.2
The Monuments Men,"['War', 'Drama', 'History', 'Action']",17.272,2014-01-24,70000000,154984035,3575,6.058,Released,118,tt2177771,52,6.1
Solomon and Sheba,"['History', 'Romance']",17.529,1959-12-18,5000000,12200000,92,6.3,Released,139,tt0053290,N/A,6.1
Date Movie,"['Comedy', 'Romance']",25.765,2006-02-17,20000000,85749034,971,4.215,Released,83,tt0466342,11,2.8
EverAfter,"['Drama', 'Romance', 'Comedy']",22.267,1998-07-31,26000000,65700000,1451,7.4,Released,121,tt0120631,66,7.1
Richard Jewell,['Drama'],22.523,2019-12-13,45000000,33900000,2490,7.4,Released,131,tt3513548,68,7.5
In Your Language,['Documentary'],14.794,2024-12-19,195,0,0,0.0,Released,42,tt30612316,N/A,N/A
Sinister 2,['Horror'],25.017,2015-08-19,10000000,53329150,2120,5.888,Released,97,tt2752772,32,5.3
Ikiru,['Drama'],23.853,1952-10-09,0,55240,1139,8.3,Released,143,tt0044741,92,8.3
Three Kings,"['Action', 'Comedy', 'War']",21.515,1999-09-27,75000000,108000000,2036,6.7,Released,114,tt0120188,82,7.1
Crazy Love,"['Comedy', 'Romance', 'Drama']",26.002,1993-04-17,0,1575158,33,6.2,Released,77,tt0107565,N/A,5.4
The Yin-Yang Master: Dream of Eternity,"['Action', 'Drama', 'Fantasy', 'Mystery', 'Science Fiction']",17.772,2020-12-24,0,69000000,194,7.4,Released,132,tt11454718,N/A,6.4
In the Name of the King: A Dungeon Siege Tale,"['Adventure', 'Fantasy', 'Action', 'Drama']",20.763,2007-11-29,60000000,13097915,834,4.75,Released,127,tt0460780,15,3.8
16 Wishes,"['Fantasy', 'Drama', 'Family']",28.012,2010-10-02,0,0,1309,6.3,Released,90,tt1646876,N/A,5.4
The Kill Team,"['War', 'Action', 'Drama']",20.019,2019-10-17,0,0,391,6.5,Released,87,tt6196936,60,6.0
Insomnia,"['Crime', 'Thriller']",25.51,2002-05-24,46000000,113714830,4733,6.9,Released,118,tt0278504,78,7.2
The Missing,"['Thriller', 'Western', 'Adventure']",25.603,2003-11-26,60000000,38364277,616,6.3,Released,135,tt0338188,55,6.5
Rebecca,"['Mystery', 'Romance', 'Thriller', 'Drama']",19.603,1940-03-23,1288000,7592465,1757,7.9,Released,130,tt0032976,86,8.1
What Remains,"['Drama', 'Crime']",19.799,2024-06-21,0,0,3,5.7,Released,127,tt15825188,N/A,5.1
L.E.T.H.A.L. Ladies: Return to Savage Beach,"['Action', 'Thriller']",20.601,1998-01-27,0,0,188,6.125,Released,98,tt0127759,N/A,3.8
City of Ember,"['Adventure', 'Family', 'Fantasy']",20.101,2008-10-07,55000000,17869048,1725,6.334,Released,90,tt0970411,58,6.4
If I Stay,['Drama'],20.354,2014-08-21,11000000,78300000,4170,7.4,Released,106,tt1355630,46,6.7
JFK,"['Drama', 'Thriller', 'History']",23.262,1991-12-20,40000000,205405498,2103,7.607,Released,188,tt0102138,72,8.0
Perfect Stranger,"['Thriller', 'Crime', 'Mystery']",16.851,2007-04-11,60795000,73090611,922,5.8,Released,109,tt0457433,31,5.7
The Thirteenth Floor,"['Thriller', 'Science Fiction', 'Mystery']",27.1,1999-04-16,16000000,18564088,1313,7.0,Released,101,tt0139809,36,7.0
Mary Magdalene,"['Drama', 'History']",26.856,2018-03-15,20000000,11710110,522,6.3,Released,120,tt5360996,48,5.9
West Side Story,"['Crime', 'Drama', 'Romance']",17.6,1961-12-13,6000000,43700000,1872,7.3,Released,153,tt0055614,86,7.6
Dangerous Younger Cousin,"['Drama', 'Family']",19.424,2021-11-23,0,0,2,10.0,Released,71,,,
"Monster High: Boo York, Boo York","['Animation', 'Family', 'Music']",23.852,2015-10-19,0,0,172,7.7,Released,72,tt4779496,N/A,6.7
The Tale of Despereaux,"['Adventure', 'Animation', 'Family']",28.35,2008-12-18,60000000,87000000,912,6.1,Released,93,tt0420238,53,6.1
The Blob,"['Horror', 'Science Fiction']",25.847,1988-08-05,10000000,8247943,893,6.8,Released,95,tt0094761,N/A,6.7
Room Salon College Girls,['Romance'],28.414,2018-03-29,0,0,2,8.0,Released,72,,,
Freddy's Dead: The Final Nightmare,"['Horror', 'Thriller']",27.096,1991-09-05,10000000,34872033,1331,5.3,Released,89,tt0101917,39,4.7
Shottas,"['Action', 'Adventure', 'Crime', 'Drama']",25.218,2002-02-27,200000,0,331,7.7,Released,95,tt0281190,36,6.1
The Wave,"['Drama', 'Thriller']",23.849,2008-03-13,7500000,32350637,3319,7.493,Released,107,tt1063669,N/A,7.6
Capernaum,['Drama'],19.603,2018-09-20,4000000,64978931,1709,8.157,Released,126,tt8267604,75,8.4
Starship Troopers 3: Marauder,"['Adventure', 'Science Fiction', 'Action']",27.22,2008-07-19,20000000,0,524,4.835,Released,105,tt0844760,N/A,4.3
The Neon Demon,"['Thriller', 'Horror']",23.723,2016-05-31,7000000,3400000,3704,6.5,Released,118,tt1974419,51,6.1
Shakespeare in Love,"['Romance', 'History', 'Comedy']",24.218,1998-12-11,25000000,289300000,2980,6.863,Released,123,tt0138097,87,7.1
Resident Evil: Apocalypse,"['Horror', 'Action', 'Science Fiction']",20.424,2004-09-10,45000000,129400000,4318,6.362,Released,94,tt0318627,35,6.1
The Ruins,['Horror'],19.969,2008-04-02,8000000,22818256,1263,5.943,Released,91,tt0963794,44,5.9
Home Again,"['Comedy', 'Drama', 'Romance']",13.852,2017-09-07,12000000,27020284,1186,6.1,Released,97,tt5719700,41,5.8
The Negotiator,"['Action', 'Crime', 'Drama', 'Thriller']",24.964,1998-07-29,50000000,44547681,2068,7.1,Released,140,tt0120768,62,7.3
All About Anna,"['Comedy', 'Drama', 'Romance']",21.482,2005-11-24,0,0,114,3.649,Released,91,tt0349080,N/A,4.4
Bulletproof Monk,"['Action', 'Comedy', 'Fantasy']",20.966,2003-03-28,52000000,37713879,910,5.5,Released,104,tt0245803,40,5.5
Blood Simple,"['Crime', 'Drama', 'Thriller']",27.964,1984-03-26,1500000,4229114,1413,7.244,Released,97,tt0086979,84,7.5
Stand by Me Doraemon 2,"['Animation', 'Family', 'Science Fiction', 'Adventure']",24.226,2020-11-20,0,0,204,7.6,Released,96,tt13428402,N/A,7.5
The Philadelphia Experiment,"['Science Fiction', 'Adventure', 'Thriller']",23.217,1984-10-05,21000000,0,382,6.1,Released,102,tt0087910,44,6.1
Rocketman,"['Music', 'Drama']",20.722,2019-05-17,40000000,167300000,4643,7.326,Released,121,tt2066051,69,7.3
Dragon Ball: The Path to Power,"['Animation', 'Adventure', 'Fantasy']",18.961,1996-03-04,0,0,351,7.36,Released,80,tt0142250,N/A,7.2
Pretty Guardian Sailor Moon Cosmos the Movie Part 2,['Animation'],26.166,2023-06-30,0,0,39,7.8,Released,80,tt28284638,N/A,7.6
Instructions Not Included,"['Comedy', 'Drama']",22.226,2013-07-20,5500000,99067206,880,7.8,Released,122,tt2378281,55,7.5
The Corpse of Anna Fritz,"['Drama', 'Thriller']",19.977,2015-03-15,0,0,537,6.9,Released,76,tt4441280,N/A,5.9
Cell 211,"['Action', 'Thriller', 'Drama']",17.961,2009-11-06,5700000,19300483,1235,7.4,Released,110,tt1242422,N/A,7.6
Look Away,"['Horror', 'Thriller', 'Fantasy']",15.967,2018-10-12,0,1119537,870,6.523,Released,103,tt5834760,N/A,5.8
Short Cuts,"['Drama', 'Comedy']",15.461,1993-09-05,0,6110979,588,7.2,Released,188,tt0108122,81,7.6
Open Range,['Western'],22.21,2003-08-11,22000000,68296293,1070,7.226,Released,139,tt0316356,67,7.4
Fast Times at Ridgemont High,['Comedy'],21.222,1982-08-13,4500000,27100000,1230,6.8,Released,90,tt0083929,61,7.1
Erotic Passion,"['Crime', 'Drama']",22.803,1981-03-26,0,0,11,5.4,Released,96,tt0089100,N/A,4.8
Promise at Dawn,"['Drama', 'Romance']",14.729,2017-12-20,0,9242157,486,7.3,Released,130,tt5061360,N/A,7.1
Fist of Legend,['Action'],26.473,1994-12-22,0,1907743,527,7.491,Released,103,tt0110200,N/A,7.5
House of 1000 Corpses,['Horror'],21.223,2003-04-11,7000000,17949758,1597,6.193,Released,89,tt0251736,31,6.0
The Parallax View,"['Crime', 'Drama', 'Thriller']",17.721,1974-06-14,0,0,307,6.8,Released,102,tt0071970,65,7.1
A Nightmare on Elm Street: The Dream Child,"['Horror', 'Thriller']",21.973,1989-08-11,8000000,22168359,1268,5.4,Released,90,tt0097981,54,5.0
Footloose,"['Drama', 'Music', 'Romance']",21.963,2011-10-06,24000000,63543328,1639,6.6,Released,113,tt1068242,58,5.8
The Relic,"['Horror', 'Mystery', 'Thriller']",26.97,1997-01-10,60000000,33956608,526,6.0,Released,110,tt0120004,55,5.8
Deep Rising,"['Adventure', 'Action', 'Horror', 'Science Fiction']",26.721,1998-01-30,45000000,11203026,703,6.2,Released,106,tt0118956,N/A,6.1
Awake,"['Drama', 'Science Fiction', 'Thriller']",18.233,2021-06-09,0,0,1060,5.9,Released,96,tt10418662,35,4.9
Atlantis: Milo's Return,"['Fantasy', 'Animation', 'Science Fiction', 'Family', 'Action']",25.471,2003-02-25,0,0,3829,6.3,Released,80,tt0344864,N/A,5.1
Only Lovers Left Alive,"['Drama', 'Romance']",22.723,2013-12-12,7000000,7600000,2186,7.2,Released,123,tt1714915,79,7.2
Blood & Gold,"['Action', 'Drama', 'War']",26.003,2023-04-21,0,0,372,6.6,Released,100,tt18073328,N/A,6.5
Special Delivery,"['Action', 'Crime']",16.486,2022-01-12,0,0,180,7.0,Released,109,tt16529222,N/A,6.4
Porno,"['Comedy', 'Horror']",19.478,2019-06-28,0,0,368,6.1,Released,98,tt8485772,49,5.1
The Promise,"['History', 'Romance', 'Drama']",15.74,2016-12-02,90000000,12448676,466,6.9,Released,133,tt4776998,49,6.1
Spenser Confidential,"['Comedy', 'Action', 'Thriller']",20.995,2020-03-06,0,0,2288,6.5,Released,110,tt8629748,49,6.2
幼齿花招,['Drama'],24.265,1987-05-26,0,0,1,6.0,Released,0,,,
Dog Soldiers,"['Horror', 'Action', 'Thriller']",30.236,2002-05-10,2000000,3537283,863,6.723,Released,105,tt0280609,N/A,6.8
Dangerous Liaisons,"['Drama', 'Romance']",17.756,2022-07-08,0,0,289,5.9,Released,109,tt15548032,N/A,4.1
Cha Cha Real Smooth,"['Comedy', 'Drama', 'Romance']",21.491,2022-06-17,0,0,320,7.2,Released,108,tt14376344,69,7.3
Bright,"['Fantasy', 'Action', 'Thriller']",23.726,2017-12-22,90000000,0,5626,6.152,Released,117,tt5519340,29,6.3
All We Imagine as Light,['Drama'],25.452,2024-09-21,0,1815105,50,7.1,Released,118,tt32086077,N/A,7.3
Rivulet of Universe,['Drama'],13.931,2024-12-19,0,0,0,0.0,Released,89,tt31409466,N/A,N/A
Scooby-Doo! Return to Zombie Island,"['Fantasy', 'Animation', 'Family', 'Adventure', 'Comedy', 'Mystery', 'Horror']",16.742,2019-09-03,0,0,921,7.0,Released,80,tt10622136,N/A,5.7
Cashback,"['Drama', 'Comedy', 'Romance']",21.176,2007-01-17,0,2300000,1237,6.954,Released,102,tt0460740,54,7.1
Taxi 3,"['Action', 'Comedy']",20.484,2003-01-29,14500000,65497208,1497,5.74,Released,87,tt0295721,N/A,5.8
Dressed to Kill,"['Thriller', 'Mystery', 'Horror']",22.732,1980-07-25,6500000,31899000,952,6.9,Released,105,tt0080661,74,7.1
The Replacement Killers,"['Action', 'Crime', 'Thriller']",29.234,1998-02-06,30000000,19200000,508,6.2,Released,87,tt0120008,42,6.1
Life As We Know It,"['Comedy', 'Romance', 'Drama']",22.22,2010-10-02,38000000,105734416,3106,6.9,Released,114,tt1055292,39,6.5
The Bridge on the River Kwai,"['Drama', 'History', 'War']",21.234,1957-10-11,3000000,44908000,2093,7.8,Released,161,tt0050212,87,8.1
Apache Junction,"['Western', 'Action', 'Crime']",15.746,2021-09-24,0,0,171,6.4,Released,94,tt13924672,N/A,3.9
Olvido,"['Drama', 'Thriller']",25.096,2023-06-24,0,0,11,6.0,Released,0,tt19721360,N/A,N/A
Au Revoir les Enfants,"['Drama', 'War']",19.232,1987-10-07,0,0,652,7.512,Released,105,tt0092593,88,8.0
Nineteen: Shh! No Imagining!,"['Drama', 'Romance', 'Comedy']",28.106,2015-04-20,0,0,4,5.0,Released,70,tt6095944,N/A,6.4
Striking Distance,"['Crime', 'Action', 'Mystery', 'Thriller']",26.482,1993-09-17,0,0,809,5.8,Released,102,tt0108238,36,5.9
"God, Sex and Truth",['Romance'],15.718,2018-01-27,0,0,24,6.5,Released,19,tt7908740,N/A,4.3
You Were Never Really Here,"['Crime', 'Drama', 'Thriller']",17.737,2017-11-08,17000000,9400000,2766,6.6,Released,89,tt5742374,84,6.7
Luther,"['Drama', 'History']",26.244,2003-10-29,30000000,29400000,305,6.418,Released,123,tt0309820,47,6.6
"I, Frankenstein","['Horror', 'Thriller']",30.236,2014-01-22,65000000,76801179,1924,5.358,Released,92,tt1418377,30,5.1
The Night Porter,"['War', 'Drama', 'Romance']",18.24,1974-04-03,0,0,333,6.8,Released,118,tt0071910,N/A,6.6
Master Z: Ip Man Legacy,"['Action', 'Crime', 'Drama']",23.5,2018-12-20,0,21832649,533,6.5,Released,107,tt7262882,72,6.5
Brokedown Palace,"['Drama', 'Thriller', 'Mystery']",23.243,1999-08-13,25000000,10115013,383,6.433,Released,100,tt0120620,44,6.4
Flower & Snake 3,"['Drama', 'Romance', 'Thriller', 'Horror']",24.831,2010-08-28,0,0,28,6.1,Released,107,tt1619832,N/A,4.7
[REC]³ Genesis,['Horror'],26.493,2012-03-30,6400000,11019975,1469,5.3,Released,80,tt1649444,45,5.0
Father of the Bride,"['Comedy', 'Romance']",28.241,1991-12-20,20000000,89325780,1350,6.5,Released,105,tt0101862,51,6.6
In Bed,"['Drama', 'Thriller']",28.635,2022-12-29,0,0,4,5.5,Released,85,tt21637900,N/A,5.9
The Lodge,"['Horror', 'Drama', 'Mystery', 'Thriller']",20.751,2020-01-16,0,2679585,1251,6.1,Released,108,tt7347846,64,6.0
Forbidden Pleasures,['Romance'],17.298,2005-01-31,0,0,2,3.0,Released,90,tt0834524,N/A,4.6
Accident Man,"['Action', 'Crime', 'Thriller']",25.497,2018-02-06,0,0,500,6.2,Released,101,tt6237612,N/A,6.2
Batman Beyond: Return of the Joker,"['Animation', 'Family', 'Action', 'Science Fiction']",24.988,2000-12-12,0,0,1108,7.3,Released,77,tt0233298,N/A,7.8
Land of Mine,"['War', 'Drama', 'History']",19.744,2015-12-03,5070773,0,1372,7.8,Released,100,tt3841424,75,7.8
Everyday Relationship,[],17.996,2018-12-12,0,0,0,0.0,Released,100,,,
Notes on a Scandal,"['Drama', 'Romance']",17.491,2006-12-25,15000000,49814392,888,7.1,Released,92,tt0465551,73,7.4
The Monk and the Gun,"['Comedy', 'Drama']",25.511,2023-10-17,0,0,66,7.2,Released,107,tt15560314,N/A,7.2
Mississippi Burning,"['Drama', 'Crime']",21.987,1988-12-08,15000000,34604000,1638,7.671,Released,128,tt0095647,65,7.8
22 Bullets,"['Drama', 'Crime', 'Thriller']",23.238,2010-03-23,24000000,0,1199,6.667,Released,117,tt1167638,N/A,6.6
Brawl in Cell Block 99,"['Action', 'Crime', 'Thriller']",32.53,2017-09-23,10000000,0,1400,6.975,Released,132,tt5657856,79,7.1
Barbie and the Three Musketeers,"['Animation', 'Family']",23.482,2009-09-15,0,0,677,7.3,Released,81,tt1484922,N/A,6.2
Resistance,"['War', 'History', 'Drama']",16.739,2020-03-27,0,449753,425,7.0,Released,120,tt6914122,53,6.5
Asterix & Obelix Take on Caesar,"['Family', 'Adventure', 'Comedy', 'Fantasy']",17.231,1999-02-03,0,1644060,1878,5.993,Released,109,tt0133385,N/A,6.0
The Green Hornet,"['Action', 'Crime', 'Comedy']",20.482,2011-01-12,120000000,227817248,3212,5.589,Released,119,tt0990407,39,5.8
Labor Day,"['Drama', 'Romance', 'Thriller']",28.984,2013-12-27,18000000,20275812,1157,7.0,Released,111,tt1967545,52,6.9
There's Still Tomorrow,"['Drama', 'Comedy', 'War']",19.775,2023-10-26,9000000,49245771,1244,8.1,Released,118,tt21800162,N/A,7.7
Hudson Hawk,"['Action', 'Adventure', 'Comedy']",17.726,1991-05-23,65000000,17218080,987,5.7,Released,100,tt0102070,17,5.7
Starship Troopers: Invasion,"['Animation', 'Action', 'Science Fiction']",29.731,2012-08-28,0,193425,396,5.9,Released,89,tt2085930,N/A,5.8
Spontaneous,"['Comedy', 'Horror']",19.237,2020-10-02,0,0,528,6.8,Released,102,tt5774062,78,6.5
Maximum Risk,"['Action', 'Thriller']",28.978,1996-09-13,25000000,51702483,494,5.7,Released,100,tt0117011,N/A,5.6
Jane Eyre,"['Drama', 'Romance']",20.976,2011-03-11,13000000,35000000,1452,7.222,Released,120,tt1229822,76,7.3
The Corpse of Anna Fritz,"['Drama', 'Thriller']",19.977,2015-03-15,0,0,537,6.9,Released,76,tt4441280,N/A,5.9
Cell 211,"['Action', 'Thriller', 'Drama']",17.961,2009-11-06,5700000,19300483,1235,7.4,Released,110,tt1242422,N/A,7.6
Tom and Jerry & The Wizard of Oz,"['Animation', 'Comedy', 'Adventure', 'Family', 'Fantasy']",18.978,2011-08-23,0,0,122,6.258,Released,59,tt2027255,N/A,6.3
Made of Honor,"['Comedy', 'Romance']",23.477,2008-04-30,40000000,106407672,1652,6.455,Released,101,tt0866439,37,5.8
The Animal,['Comedy'],30.73,2001-06-01,22000000,84772742,1238,5.1,Released,83,tt0255798,43,4.8
A Scanner Darkly,"['Animation', 'Science Fiction', 'Thriller']",20.975,2006-07-07,8700000,7659918,1738,6.8,Released,100,tt0405296,73,7.0
Open Range,['Western'],22.21,2003-08-11,22000000,68296293,1070,7.226,Released,139,tt0316356,67,7.4
The Client List,"['Drama', 'TV Movie']",18.726,2010-07-19,0,0,253,5.9,Released,88,tt1625340,N/A,5.6
Tom and Jerry Cowboy Up!,"['Animation', 'Comedy', 'Family', 'Western']",21.726,2022-01-24,0,0,439,6.9,Released,75,tt15831226,N/A,5.2
Of Mice and Men,['Drama'],19.208,1992-09-16,0,5500000,642,7.253,Released,110,tt0105046,73,7.4
Resident Evil: Vendetta,"['Animation', 'Horror', 'Adventure', 'Action', 'Science Fiction']",24.715,2017-05-27,0,0,976,6.9,Released,97,tt5776208,N/A,6.2
Last Man Down,"['Action', 'Thriller', 'Mystery']",23.472,2021-03-30,0,0,675,6.2,Released,87,tt12335692,N/A,3.5
Pooh's Heffalump Movie,"['Family', 'Animation', 'Comedy', 'Fantasy']",17.209,2005-02-11,20000000,52900000,449,6.8,Released,68,tt0407121,64,6.4
The Invitation,"['Horror', 'Thriller']",23.73,2022-08-24,10000000,33628000,823,6.1,Released,105,tt12873562,45,5.3
Thawing Out,"['Comedy', 'Drama']",21.51,2009-01-31,0,0,35,5.8,Released,27,tt1354003,N/A,6.2
Universal Language,"['Drama', 'Comedy']",14.311,2024-12-18,0,0,0,0.0,Released,89,tt31691389,N/A,N/A
She Devils of the SS,"['Drama', 'War']",19.236,1973-08-23,0,0,76,5.171,Released,95,tt0071161,N/A,4.1
Careful What You Wish For,"['Drama', 'Thriller']",20.46,2015-05-06,8000000,0,389,6.1,Released,91,tt1629242,32,5.6
About Cherry,['Drama'],19.461,2012-02-14,2500000,8315,288,4.6,Released,102,tt1945062,33,4.8
Failure to Launch,"['Romance', 'Comedy']",25.708,2006-03-10,50000000,130224158,1643,5.828,Released,97,tt0427229,47,5.7
Animal House,['Comedy'],26.457,1978-07-28,2700000,141000000,1517,7.0,Released,109,tt0077975,79,7.4
Pokémon: Arceus and the Jewel of Life,"['Family', 'Animation', 'Adventure', 'Fantasy']",24.708,2009-07-18,0,50673078,277,7.1,Released,94,tt1468843,N/A,6.3
Johnson Family Vacation,"['Comedy', 'Family']",16.956,2004-04-07,12000000,31179516,190,5.5,Released,97,tt0359517,29,4.5
A Bittersweet Life,"['Action', 'Drama', 'Crime']",27.956,2005-04-01,0,0,867,7.5,Released,119,tt0456912,N/A,7.5
Asphalt City,"['Thriller', 'Drama']",32.234,2024-03-28,0,488002,107,6.2,Released,120,tt9663896,41,6.1
Father of the Bride Part II,"['Comedy', 'Family']",25.208,1995-12-08,0,76594107,730,6.2,Released,106,tt0113041,49,6.1
Family Swap,"['Comedy', 'Fantasy']",19.217,2021-06-30,0,4849622,166,5.9,Released,92,tt10366428,N/A,6.0
The Warlords,"['Action', 'Drama', 'History']",22.206,2007-12-12,40000000,0,322,6.77,Released,126,tt0913968,70,7.0
Clown,"['Horror', 'Thriller']",23.957,2014-11-13,0,4381603,1364,5.8,Released,99,tt1780798,42,5.7
The Hidden Face,"['Thriller', 'Mystery']",24.208,2011-09-16,0,0,1038,7.308,Released,92,tt1772250,N/A,7.3
My Girl 2,"['Comedy', 'Family']",31.203,1994-02-11,0,28000000,475,5.947,Released,99,tt0110613,N/A,5.3
"Monster High: Frights, Camera, Action!","['Family', 'Animation', 'Fantasy']",20.957,2014-03-25,0,0,132,7.4,Released,72,tt3565904,N/A,6.7
I Still Believe,"['Music', 'Drama', 'Romance']",17.711,2020-03-12,12000000,16069730,1169,7.601,Released,115,tt9779516,41,6.5
"It's the Great Pumpkin, Charlie Brown","['Family', 'Animation', 'TV Movie', 'Comedy']",19.953,1966-10-27,0,0,403,7.5,Released,25,tt0060550,N/A,8.1
Sector 36,"['Crime', 'Thriller', 'Drama']",20.08,2024-08-18,0,0,49,7.133,Released,124,tt21626774,N/A,7.1
Justice Society: World War II,"['Animation', 'War', 'Science Fiction']",24.715,2021-04-27,0,0,552,7.4,Released,84,tt13804084,N/A,6.4
Flight Risk,"['Thriller', 'Drama']",26.083,2025-01-22,0,0,0,0.0,Post Production,91,tt10078772,N/A,N/A
Stealth,['Science Fiction'],28.452,2005-07-27,135000000,76932943,1043,5.4,Released,121,tt0382992,35,5.1
Ong Bak 3,"['Action', 'Adventure', 'History']",22.452,2010-05-05,0,2340363,429,6.0,Released,95,tt1653690,38,4.9
Wedding Daze,"['Comedy', 'Romance']",17.202,2006-09-09,0,11294016,355,5.531,Released,90,tt0484877,N/A,5.6
99 Moons,['Drama'],19.742,2023-04-27,0,0,17,4.3,Released,110,tt13149356,N/A,4.8
Runaway Bride,"['Comedy', 'Romance']",20.975,1999-07-30,70000000,309500000,1980,6.115,Released,116,tt0163187,39,5.6
Executive Decision,"['Action', 'Adventure', 'Drama', 'Thriller']",23.45,1996-03-15,55000000,121969216,918,6.3,Released,132,tt0116253,62,6.5
Riki-Oh: The Story of Ricky,"['Action', 'Crime', 'Science Fiction']",22.224,1991-10-05,0,0,315,6.8,Released,92,tt0102293,N/A,7.0
"Silent Night, Deadly Night","['Thriller', 'Horror']",26.474,1984-11-09,1065000,2491460,364,5.9,Released,79,tt0088117,31,5.8
The Greatest Hits,"['Drama', 'Music', 'Romance', 'Fantasy']",28.775,2024-04-05,0,0,113,6.602,Released,94,tt2015349,N/A,6.2
The Unfaithful Wife,"['Crime', 'Drama', 'Thriller']",32.203,1969-01-22,0,0,108,6.9,Released,98,tt0064323,N/A,7.4
Pretty Young Sister,"['Drama', 'Romance']",16.55,2020-08-14,0,0,3,6.3,Released,64,tt18375342,N/A,N/A
Moby Dick,"['Adventure', 'Drama']",26.7,1956-06-27,4500000,10400000,413,7.054,Released,116,tt0049513,N/A,7.3
The Last Warrior,"['Fantasy', 'Family', 'Adventure', 'Action', 'Comedy']",20.164,2017-10-19,8250000,30060061,170,6.9,Released,120,tt6175394,N/A,6.4
Amor Bandido,"['Thriller', 'Romance', 'Drama']",19.171,2021-03-18,0,0,115,6.6,Released,80,tt14278608,N/A,5.4
The Art of Getting By,"['Drama', 'Romance']",16.66,2011-06-17,0,1406224,1287,6.6,Released,83,tt1645080,36,6.5
Phantom Thread,"['Drama', 'Romance']",19.163,2017-12-25,35000000,47756590,3463,7.3,Released,130,tt5776858,90,7.4
Dragon Wars: D-War,"['Fantasy', 'Drama', 'Horror', 'Action', 'Thriller', 'Science Fiction']",20.909,2007-08-01,32000000,75108998,410,4.6,Released,90,tt0372873,33,3.5
In the Shadow of the Moon,"['Science Fiction', 'Thriller']",23.166,2019-09-27,0,0,1405,6.2,Released,115,tt8110640,48,6.2
